,confirmado,negativo,sospechoso,muerto,recuperado,activo,estado,municipio,id_estado,id_municipio,entidad_qa,municipio_qa,id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
"(8, 2)",0,1,0,0,0,0,CHIHUAHUA,ALDAMA,8,2,V,V,8,CHIHUAHUA,2,ALDAMA,0,0,0,0,0,1,29.07417384,-105.5887667
"(8, 4)",0,1,0,0,0,0,CHIHUAHUA,AQUILES SERDÁN,8,4,V,V,8,CHIHUAHUA,4,AQUILES SERDÁN,0,0,0,0,0,1,28.5822804,-105.8234664
"(8, 5)",0,1,1,0,0,0,CHIHUAHUA,ASCENSIÓN,8,5,V,V,8,CHIHUAHUA,5,ASCENSIÓN,0,0,0,0,1,1,31.33316265,-107.5198253
"(8, 6)",4,0,1,0,0,4,CHIHUAHUA,BACHÍNIVA,8,6,V,V,8,CHIHUAHUA,6,BACHÍNIVA,4,0,0,4,1,0,28.85813873,-107.2916568
"(8, 7)",0,1,0,0,0,0,CHIHUAHUA,BALLEZA,8,7,V,V,8,CHIHUAHUA,7,BALLEZA,0,0,0,0,0,1,26.75374622,-106.5430442
"(8, 9)",0,0,1,0,0,0,CHIHUAHUA,BOCOYNA,8,9,V,V,8,CHIHUAHUA,9,BOCOYNA,0,0,0,0,1,0,27.80808198,-107.5801344
"(8, 11)",1,4,0,0,0,1,CHIHUAHUA,CAMARGO,8,11,V,V,8,CHIHUAHUA,11,CAMARGO,1,0,0,1,0,4,28.03541633,-104.423099
"(8, 12)",0,1,0,0,0,0,CHIHUAHUA,CARICHÍ,8,12,V,V,8,CHIHUAHUA,12,CARICHÍ,0,0,0,0,0,1,27.81052482,-107.0633473
"(8, 13)",0,4,0,0,0,0,CHIHUAHUA,CASAS GRANDES,8,13,V,V,8,CHIHUAHUA,13,CASAS GRANDES,0,0,0,0,0,4,30.19458705,-108.2021811
"(8, 15)",1,0,0,0,0,1,CHIHUAHUA,COYAME DEL SOTOL,8,15,V,V,8,CHIHUAHUA,15,COYAME DEL SOTOL,1,0,0,1,0,0,29.75906579,-105.2082355
"(8, 17)",1,15,2,1,0,0,CHIHUAHUA,CUAUHTÉMOC,8,17,V,V,8,CHIHUAHUA,17,CUAUHTÉMOC,1,1,0,0,2,15,28.72421271,-106.9488225
"(8, 19)",35,125,50,3,0,32,CHIHUAHUA,CHIHUAHUA,8,19,V,V,8,CHIHUAHUA,19,CHIHUAHUA,35,3,0,32,50,125,29.00368447,-106.2328675
"(8, 21)",0,17,4,0,0,0,CHIHUAHUA,DELICIAS,8,21,V,V,8,CHIHUAHUA,21,DELICIAS,0,0,0,0,4,17,28.11955871,-105.4918246
"(8, 27)",0,2,1,0,0,0,CHIHUAHUA,GUACHOCHI,8,27,V,V,8,CHIHUAHUA,27,GUACHOCHI,0,0,0,0,1,2,27.15148185,-107.2479741
"(8, 28)",2,0,0,2,0,0,CHIHUAHUA,GUADALUPE,8,28,V,V,8,CHIHUAHUA,28,GUADALUPE,2,2,0,0,0,0,30.82842342,-105.6413239
"(8, 29)",0,1,0,0,0,0,CHIHUAHUA,GUADALUPE Y CALVO,8,29,V,V,8,CHIHUAHUA,29,GUADALUPE Y CALVO,0,0,0,0,0,1,26.16882772,-107.034228
"(8, 30)",0,2,1,0,0,0,CHIHUAHUA,GUAZAPARES,8,30,V,V,8,CHIHUAHUA,30,GUAZAPARES,0,0,0,0,1,2,27.39137987,-108.2739656
"(8, 31)",0,0,1,0,0,0,CHIHUAHUA,GUERRERO,8,31,V,V,8,CHIHUAHUA,31,GUERRERO,0,0,0,0,1,0,28.3856101,-107.558024
"(8, 32)",0,11,1,0,0,0,CHIHUAHUA,HIDALGO DEL PARRAL,8,32,V,V,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,0,0,0,0,1,11,27.12923337,-105.6970229
"(8, 36)",0,1,2,0,0,0,CHIHUAHUA,JIMÉNEZ,8,36,V,V,8,CHIHUAHUA,36,JIMÉNEZ,0,0,0,0,2,1,27.08310474,-104.3906223
"(8, 37)",120,179,114,32,0,88,CHIHUAHUA,JUÁREZ,8,37,V,V,8,CHIHUAHUA,37,JUÁREZ,120,32,0,88,114,179,31.45017322,-106.56411
"(8, 38)",1,3,0,0,0,1,CHIHUAHUA,JULIMES,8,38,V,V,8,CHIHUAHUA,38,JULIMES,1,0,0,1,0,3,28.54129097,-105.054485
"(8, 42)",0,0,1,0,0,0,CHIHUAHUA,MANUEL BENAVIDES,8,42,V,V,8,CHIHUAHUA,42,MANUEL BENAVIDES,0,0,0,0,1,0,28.9293847,-103.8247007
"(8, 45)",2,2,0,0,0,2,CHIHUAHUA,MEOQUI,8,45,V,V,8,CHIHUAHUA,45,MEOQUI,2,0,0,2,0,2,28.35067175,-105.5014823
"(8, 48)",3,2,1,0,0,3,CHIHUAHUA,NAMIQUIPA,8,48,V,V,8,CHIHUAHUA,48,NAMIQUIPA,3,0,0,3,1,2,29.29565863,-107.1401766
"(8, 50)",0,4,0,0,0,0,CHIHUAHUA,NUEVO CASAS GRANDES,8,50,V,V,8,CHIHUAHUA,50,NUEVO CASAS GRANDES,0,0,0,0,0,4,30.5332907,-107.7290321
"(8, 51)",0,1,1,0,0,0,CHIHUAHUA,OCAMPO,8,51,V,V,8,CHIHUAHUA,51,OCAMPO,0,0,0,0,1,1,28.15376439,-108.2048631
"(8, 52)",1,8,2,0,0,1,CHIHUAHUA,OJINAGA,8,52,V,V,8,CHIHUAHUA,52,OJINAGA,1,0,0,1,2,8,29.36729328,-104.5259214
"(8, 53)",0,0,1,0,0,0,CHIHUAHUA,PRAXEDIS G. GUERRERO,8,53,V,V,8,CHIHUAHUA,53,PRAXEDIS G. GUERRERO,0,0,0,0,1,0,31.23823135,-105.9259082
"(8, 55)",0,2,0,0,0,0,CHIHUAHUA,ROSALES,8,55,V,V,8,CHIHUAHUA,55,ROSALES,0,0,0,0,0,2,28.20545452,-105.7477063
"(8, 60)",0,1,0,0,0,0,CHIHUAHUA,SANTA BÁRBARA,8,60,V,V,8,CHIHUAHUA,60,SANTA BÁRBARA,0,0,0,0,0,1,26.80395894,-105.7829127
"(8, 62)",1,6,0,0,0,1,CHIHUAHUA,SAUCILLO,8,62,V,V,8,CHIHUAHUA,62,SAUCILLO,1,0,0,1,0,6,28.00146959,-105.3427613
"(9, 2)",136,398,54,10,0,126,CIUDAD DE MÉXICO,AZCAPOTZALCO,9,2,V,V,9,CIUDAD DE MÉXICO,2,AZCAPOTZALCO,136,10,0,126,54,398,19.48533031,-99.18210743
"(9, 3)",176,447,75,12,0,164,CIUDAD DE MÉXICO,COYOACÁN,9,3,V,V,9,CIUDAD DE MÉXICO,3,COYOACÁN,176,12,0,164,75,447,19.32666943,-99.15037637
"(9, 4)",110,194,31,6,0,104,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,9,4,V,V,9,CIUDAD DE MÉXICO,4,CUAJIMALPA DE MORELOS,110,6,0,104,31,194,19.32464809,-99.31072356
"(9, 5)",338,843,249,50,0,288,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,9,5,V,V,9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,338,50,0,288,249,843,19.50407755,-99.11586776
"(9, 6)",143,299,78,7,0,136,CIUDAD DE MÉXICO,IZTACALCO,9,6,V,V,9,CIUDAD DE MÉXICO,6,IZTACALCO,143,7,0,136,78,299,19.39691272,-99.09432915
"(9, 7)",441,796,249,34,0,407,CIUDAD DE MÉXICO,IZTAPALAPA,9,7,V,V,9,CIUDAD DE MÉXICO,7,IZTAPALAPA,441,34,0,407,249,796,19.349168,-99.05679909
"(9, 8)",80,315,45,7,0,73,CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS,9,8,V,V,9,CIUDAD DE MÉXICO,8,LA MAGDALENA CONTRERAS,80,7,0,73,45,315,19.2689861,-99.26840927
"(9, 9)",66,125,43,0,0,66,CIUDAD DE MÉXICO,MILPA ALTA,9,9,V,V,9,CIUDAD DE MÉXICO,9,MILPA ALTA,66,0,0,66,43,125,19.13947314,-99.05109229
"(9, 10)",218,558,86,18,0,200,CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,9,10,V,V,9,CIUDAD DE MÉXICO,10,ÁLVARO OBREGÓN,218,18,0,200,86,558,19.3361883,-99.24681284
"(9, 11)",76,277,81,4,0,72,CIUDAD DE MÉXICO,TLÁHUAC,9,11,V,V,9,CIUDAD DE MÉXICO,11,TLÁHUAC,76,4,0,72,81,277,19.27700336,-99.00281798
"(9, 12)",237,534,121,11,0,226,CIUDAD DE MÉXICO,TLALPAN,9,12,V,V,9,CIUDAD DE MÉXICO,12,TLALPAN,237,11,0,226,121,534,19.19836888,-99.20621816
"(9, 13)",138,396,95,10,0,128,CIUDAD DE MÉXICO,XOCHIMILCO,9,13,V,V,9,CIUDAD DE MÉXICO,13,XOCHIMILCO,138,10,0,128,95,396,19.24515244,-99.09036248
"(9, 14)",136,511,43,9,0,127,CIUDAD DE MÉXICO,BENITO JUÁREZ,9,14,V,V,9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,136,9,0,127,43,511,19.3806437,-99.1611345
"(9, 15)",199,467,67,16,0,183,CIUDAD DE MÉXICO,CUAUHTÉMOC,9,15,V,V,9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,199,16,0,183,67,467,19.4313762,-99.14905533
"(9, 16)",199,415,60,6,0,193,CIUDAD DE MÉXICO,MIGUEL HIDALGO,9,16,V,V,9,CIUDAD DE MÉXICO,16,MIGUEL HIDALGO,199,6,0,193,60,415,19.42806644,-99.20456564
"(9, 17)",122,287,99,12,0,110,CIUDAD DE MÉXICO,VENUSTIANO CARRANZA,9,17,V,V,9,CIUDAD DE MÉXICO,17,VENUSTIANO CARRANZA,122,12,0,110,99,287,19.43049689,-99.09310561
"(9, 999)",0,1,1,0,0,0,CIUDAD DE MÉXICO,NO ESPECIFICADO,9,999,FALSE,FALSE,,,,,,,,,,,,
"(10, 1)",0,1,0,0,0,0,DURANGO,CANATLÁN,10,1,V,V,10,DURANGO,1,CANATLÁN,0,0,0,0,0,1,24.51129887,-104.9358572
"(10, 4)",0,6,0,0,0,0,DURANGO,CUENCAMÉ,10,4,V,V,10,DURANGO,4,CUENCAMÉ,0,0,0,0,0,6,24.69599146,-103.7002017
"(10, 5)",7,122,1,0,0,7,DURANGO,DURANGO,10,5,V,V,10,DURANGO,5,DURANGO,7,0,0,7,1,122,23.97106923,-104.8436264
"(10, 6)",1,1,0,0,0,1,DURANGO,GENERAL SIMÓN BOLÍVAR,10,6,V,V,10,DURANGO,6,GENERAL SIMÓN BOLÍVAR,1,0,0,1,0,1,24.76201409,-103.2122652
"(10, 7)",10,204,13,4,0,6,DURANGO,GÓMEZ PALACIO,10,7,V,V,10,DURANGO,7,GÓMEZ PALACIO,10,4,0,6,13,204,25.72805462,-103.4906236
"(10, 8)",11,1,3,1,0,10,DURANGO,GUADALUPE VICTORIA,10,8,V,V,10,DURANGO,8,GUADALUPE VICTORIA,11,1,0,10,3,1,24.41290236,-104.0733229
"(10, 10)",0,0,2,0,0,0,DURANGO,HIDALGO,10,10,V,V,10,DURANGO,10,HIDALGO,0,0,0,0,2,0,26.09096637,-104.8171898
"(10, 11)",0,1,0,0,0,0,DURANGO,INDÉ,10,11,V,V,10,DURANGO,11,INDÉ,0,0,0,0,0,1,25.72674177,-104.9958029
"(10, 12)",1,39,5,0,0,1,DURANGO,LERDO,10,12,V,V,10,DURANGO,12,LERDO,1,0,0,1,5,39,25.4779171,-103.6859038
"(10, 13)",1,6,0,0,0,1,DURANGO,MAPIMÍ,10,13,V,V,10,DURANGO,13,MAPIMÍ,1,0,0,1,0,6,26.14715378,-104.1315187
"(10, 15)",0,2,0,0,0,0,DURANGO,NAZAS,10,15,V,V,10,DURANGO,15,NAZAS,0,0,0,0,0,2,25.24737266,-104.0776307
"(10, 18)",0,2,0,0,0,0,DURANGO,EL ORO,10,18,V,V,10,DURANGO,18,EL ORO,0,0,0,0,0,2,25.54958047,-105.2160948
"(10, 22)",0,1,1,0,0,0,DURANGO,POANAS,10,22,V,V,10,DURANGO,22,POANAS,0,0,0,0,1,1,24.00365319,-104.0219676
"(10, 23)",0,6,0,0,0,0,DURANGO,PUEBLO NUEVO,10,23,V,V,10,DURANGO,23,PUEBLO NUEVO,0,0,0,0,0,6,23.41210416,-105.3144846
"(10, 24)",0,4,0,0,0,0,DURANGO,RODEO,10,24,V,V,10,DURANGO,24,RODEO,0,0,0,0,0,4,25.19543662,-104.5616453
"(10, 27)",0,1,0,0,0,0,DURANGO,SAN JUAN DE GUADALUPE,10,27,V,V,10,DURANGO,27,SAN JUAN DE GUADALUPE,0,0,0,0,0,1,24.64779795,-102.7180312
"(10, 28)",2,1,0,0,0,2,DURANGO,SAN JUAN DEL RÍO,10,28,V,V,10,DURANGO,28,SAN JUAN DEL RÍO,2,0,0,2,0,1,24.80750218,-104.4703712
"(10, 29)",0,1,0,0,0,0,DURANGO,SAN LUIS DEL CORDERO,10,29,V,V,10,DURANGO,29,SAN LUIS DEL CORDERO,0,0,0,0,0,1,25.37613332,-104.306484
"(10, 30)",0,1,0,0,0,0,DURANGO,SAN PEDRO DEL GALLO,10,30,V,V,10,DURANGO,30,SAN PEDRO DEL GALLO,0,0,0,0,0,1,25.62205956,-104.3982313
"(10, 32)",0,2,0,0,0,0,DURANGO,SANTIAGO PAPASQUIARO,10,32,V,V,10,DURANGO,32,SANTIAGO PAPASQUIARO,0,0,0,0,0,2,24.98452558,-105.6902567
"(10, 35)",0,1,0,0,0,0,DURANGO,TEPEHUANES,10,35,V,V,10,DURANGO,35,TEPEHUANES,0,0,0,0,0,1,25.45059429,-106.0617404
"(10, 36)",0,10,1,0,0,0,DURANGO,TLAHUALILO,10,36,V,V,10,DURANGO,36,TLAHUALILO,0,0,0,0,1,10,26.34561443,-103.6256449
"(10, 38)",0,2,0,0,0,0,DURANGO,VICENTE GUERRERO,10,38,V,V,10,DURANGO,38,VICENTE GUERRERO,0,0,0,0,0,2,23.73338247,-103.9510311
"(10, 39)",0,1,0,0,0,0,DURANGO,NUEVO IDEAL,10,39,V,V,10,DURANGO,39,NUEVO IDEAL,0,0,0,0,0,1,24.84688532,-105.0379997
"(11, 1)",2,7,3,0,0,2,GUANAJUATO,ABASOLO,11,1,V,V,11,GUANAJUATO,1,ABASOLO,2,0,0,2,3,7,20.53336738,-101.5360242
"(11, 2)",5,46,19,1,0,4,GUANAJUATO,ACÁMBARO,11,2,V,V,11,GUANAJUATO,2,ACÁMBARO,5,1,0,4,19,46,20.05251142,-100.7519531
"(11, 3)",8,37,4,0,0,8,GUANAJUATO,SAN MIGUEL DE ALLENDE,11,3,V,V,11,GUANAJUATO,3,SAN MIGUEL DE ALLENDE,8,0,0,8,4,37,20.92532648,-100.7377086
"(11, 4)",0,10,1,0,0,0,GUANAJUATO,APASEO EL ALTO,11,4,V,V,11,GUANAJUATO,4,APASEO EL ALTO,0,0,0,0,1,10,20.42186713,-100.5735202
"(11, 5)",0,11,3,0,0,0,GUANAJUATO,APASEO EL GRANDE,11,5,V,V,11,GUANAJUATO,5,APASEO EL GRANDE,0,0,0,0,3,11,20.57554015,-100.6217277
"(11, 6)",0,1,0,0,0,0,GUANAJUATO,ATARJEA,11,6,V,V,11,GUANAJUATO,6,ATARJEA,0,0,0,0,0,1,21.2652288,-99.8044405
"(11, 7)",8,114,16,1,0,7,GUANAJUATO,CELAYA,11,7,V,V,11,GUANAJUATO,7,CELAYA,8,1,0,7,16,114,20.53763975,-100.7878625
"(11, 8)",0,4,0,0,0,0,GUANAJUATO,MANUEL DOBLADO,11,8,V,V,11,GUANAJUATO,8,MANUEL DOBLADO,0,0,0,0,0,4,20.71299774,-101.8797871
"(11, 9)",1,6,1,0,0,1,GUANAJUATO,COMONFORT,11,9,V,V,11,GUANAJUATO,9,COMONFORT,1,0,0,1,1,6,20.74128658,-100.7911255
"(11, 10)",0,6,6,0,0,0,GUANAJUATO,CORONEO,11,10,V,V,11,GUANAJUATO,10,CORONEO,0,0,0,0,6,6,20.21701764,-100.3835957
"(11, 11)",8,20,9,0,0,8,GUANAJUATO,CORTAZAR,11,11,V,V,11,GUANAJUATO,11,CORTAZAR,8,0,0,8,9,20,20.42913355,-100.9383733
"(11, 12)",0,10,3,0,0,0,GUANAJUATO,CUERÁMARO,11,12,V,V,11,GUANAJUATO,12,CUERÁMARO,0,0,0,0,3,10,20.6152447,-101.6680132
"(11, 14)",0,24,11,0,0,0,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,11,14,V,V,11,GUANAJUATO,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,0,0,0,0,11,24,21.14713388,-100.934751
"(11, 15)",9,55,9,1,0,8,GUANAJUATO,GUANAJUATO,11,15,V,V,11,GUANAJUATO,15,GUANAJUATO,9,1,0,8,9,55,21.0185589,-101.2373371
"(11, 16)",0,8,4,0,0,0,GUANAJUATO,HUANÍMARO,11,16,V,V,11,GUANAJUATO,16,HUANÍMARO,0,0,0,0,4,8,20.36737073,-101.4990028
"(11, 17)",17,146,50,0,0,17,GUANAJUATO,IRAPUATO,11,17,V,V,11,GUANAJUATO,17,IRAPUATO,17,0,0,17,50,146,20.69988553,-101.368299
"(11, 18)",0,10,0,0,0,0,GUANAJUATO,JARAL DEL PROGRESO,11,18,V,V,11,GUANAJUATO,18,JARAL DEL PROGRESO,0,0,0,0,0,10,20.35881494,-101.0520911
"(11, 19)",1,35,7,0,0,1,GUANAJUATO,JERÉCUARO,11,19,V,V,11,GUANAJUATO,19,JERÉCUARO,1,0,0,1,7,35,20.19720466,-100.5078992
"(11, 20)",54,1255,78,0,0,54,GUANAJUATO,LEÓN,11,20,V,V,11,GUANAJUATO,20,LEÓN,54,0,0,54,78,1255,21.12484522,-101.6223923
"(11, 21)",1,13,1,0,0,1,GUANAJUATO,MOROLEÓN,11,21,V,V,11,GUANAJUATO,21,MOROLEÓN,1,0,0,1,1,13,20.08432761,-101.244689
"(11, 22)",0,12,2,0,0,0,GUANAJUATO,OCAMPO,11,22,V,V,11,GUANAJUATO,22,OCAMPO,0,0,0,0,2,12,21.57969326,-101.4730056
"(11, 23)",4,17,10,1,0,3,GUANAJUATO,PÉNJAMO,11,23,V,V,11,GUANAJUATO,23,PÉNJAMO,4,1,0,3,10,17,20.40171535,-101.8158502
"(11, 24)",0,1,5,0,0,0,GUANAJUATO,PUEBLO NUEVO,11,24,V,V,11,GUANAJUATO,24,PUEBLO NUEVO,0,0,0,0,5,1,20.54993135,-101.3612571
"(11, 25)",0,10,2,0,0,0,GUANAJUATO,PURÍSIMA DEL RINCÓN,11,25,V,V,11,GUANAJUATO,25,PURÍSIMA DEL RINCÓN,0,0,0,0,2,10,20.92758994,-101.9285317
"(11, 26)",1,18,2,0,0,1,GUANAJUATO,ROMITA,11,26,V,V,11,GUANAJUATO,26,ROMITA,1,0,0,1,2,18,20.82582086,-101.5951223
"(11, 27)",29,74,16,5,0,24,GUANAJUATO,SALAMANCA,11,27,V,V,11,GUANAJUATO,27,SALAMANCA,29,5,0,24,16,74,20.62521441,-101.1650892
"(11, 28)",3,41,25,0,0,3,GUANAJUATO,SALVATIERRA,11,28,V,V,11,GUANAJUATO,28,SALVATIERRA,3,0,0,3,25,41,20.20763509,-100.9151253
"(11, 29)",0,14,4,0,0,0,GUANAJUATO,SAN DIEGO DE LA UNIÓN,11,29,V,V,11,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,0,0,0,0,4,14,21.44222651,-100.8464187
"(11, 30)",0,23,5,0,0,0,GUANAJUATO,SAN FELIPE,11,30,V,V,11,GUANAJUATO,30,SAN FELIPE,0,0,0,0,5,23,21.5035158,-101.233629
"(11, 31)",0,33,5,0,0,0,GUANAJUATO,SAN FRANCISCO DEL RINCÓN,11,31,V,V,11,GUANAJUATO,31,SAN FRANCISCO DEL RINCÓN,0,0,0,0,5,33,20.91916373,-101.788522
"(11, 32)",0,10,1,0,0,0,GUANAJUATO,SAN JOSÉ ITURBIDE,11,32,V,V,11,GUANAJUATO,32,SAN JOSÉ ITURBIDE,0,0,0,0,1,10,21.00235213,-100.3885957
"(11, 33)",3,23,4,0,0,3,GUANAJUATO,SAN LUIS DE LA PAZ,11,33,V,V,11,GUANAJUATO,33,SAN LUIS DE LA PAZ,3,0,0,3,4,23,21.39960976,-100.4761847
"(11, 34)",0,1,0,0,0,0,GUANAJUATO,SANTA CATARINA,11,34,V,V,11,GUANAJUATO,34,SANTA CATARINA,0,0,0,0,0,1,21.1506973,-100.0719052
"(11, 35)",2,6,4,0,0,2,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,11,35,V,V,11,GUANAJUATO,35,SANTA CRUZ DE JUVENTINO ROSAS,2,0,0,2,4,6,20.67414225,-100.9940937
"(11, 36)",0,4,4,0,0,0,GUANAJUATO,SANTIAGO MARAVATÍO,11,36,V,V,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,0,0,0,0,4,4,20.15823918,-100.9903632
"(11, 37)",4,25,3,0,0,4,GUANAJUATO,SILAO DE LA VICTORIA,11,37,V,V,11,GUANAJUATO,37,SILAO DE LA VICTORIA,4,0,0,4,3,25,20.96317529,-101.4377886
"(11, 38)",0,12,5,0,0,0,GUANAJUATO,TARANDACUAO,11,38,V,V,11,GUANAJUATO,38,TARANDACUAO,0,0,0,0,5,12,20.00449005,-100.5289067
"(11, 39)",0,6,1,0,0,0,GUANAJUATO,TARIMORO,11,39,V,V,11,GUANAJUATO,39,TARIMORO,0,0,0,0,1,6,20.29677057,-100.7414928
"(11, 40)",0,7,0,0,0,0,GUANAJUATO,TIERRA BLANCA,11,40,V,V,11,GUANAJUATO,40,TIERRA BLANCA,0,0,0,0,0,7,21.03231938,-100.1560087
"(11, 41)",6,13,6,0,0,6,GUANAJUATO,URIANGATO,11,41,V,V,11,GUANAJUATO,41,URIANGATO,6,0,0,6,6,13,20.11970419,-101.1526173
"(11, 42)",2,29,12,0,0,2,GUANAJUATO,VALLE DE SANTIAGO,11,42,V,V,11,GUANAJUATO,42,VALLE DE SANTIAGO,2,0,0,2,12,29,20.37837377,-101.2705589
"(11, 43)",0,1,0,0,0,0,GUANAJUATO,VICTORIA,11,43,V,V,11,GUANAJUATO,43,VICTORIA,0,0,0,0,0,1,21.3661279,-100.2145845
"(11, 44)",1,9,1,0,0,1,GUANAJUATO,VILLAGRÁN,11,44,V,V,11,GUANAJUATO,44,VILLAGRÁN,1,0,0,1,1,9,20.54196555,-100.9925122
"(11, 45)",0,3,0,0,0,0,GUANAJUATO,XICHÚ,11,45,V,V,11,GUANAJUATO,45,XICHÚ,0,0,0,0,0,3,21.35682997,-99.97851101
"(11, 46)",4,11,1,0,0,4,GUANAJUATO,YURIRIA,11,46,V,V,11,GUANAJUATO,46,YURIRIA,4,0,0,4,1,11,20.18318668,-101.2255127
"(12, 1)",65,240,18,5,0,60,GUERRERO,ACAPULCO DE JUÁREZ,12,1,V,V,12,GUERRERO,1,ACAPULCO DE JUÁREZ,65,5,0,60,18,240,16.957334,-99.71429851
"(12, 2)",2,1,0,1,0,1,GUERRERO,AHUACUOTZINGO,12,2,V,V,12,GUERRERO,2,AHUACUOTZINGO,2,1,0,1,0,1,17.75231915,-98.95138181
"(12, 3)",0,1,0,0,0,0,GUERRERO,AJUCHITLÁN DEL PROGRESO,12,3,V,V,12,GUERRERO,3,AJUCHITLÁN DEL PROGRESO,0,0,0,0,0,1,17.91928575,-100.6076847
"(12, 5)",0,1,0,0,0,0,GUERRERO,ALPOYECA,12,5,V,V,12,GUERRERO,5,ALPOYECA,0,0,0,0,0,1,17.64224392,-98.51056981
"(12, 6)",0,1,0,0,0,0,GUERRERO,APAXTLA,12,6,V,V,12,GUERRERO,6,APAXTLA,0,0,0,0,0,1,18.09127843,-99.98089851
"(12, 7)",0,2,0,0,0,0,GUERRERO,ARCELIA,12,7,V,V,12,GUERRERO,7,ARCELIA,0,0,0,0,0,2,18.25268007,-100.1987876
"(12, 8)",1,0,0,1,0,0,GUERRERO,ATENANGO DEL RÍO,12,8,V,V,12,GUERRERO,8,ATENANGO DEL RÍO,1,1,0,0,0,0,18.14440142,-99.06995559
"(12, 11)",0,6,0,0,0,0,GUERRERO,ATOYAC DE ÁLVAREZ,12,11,V,V,12,GUERRERO,11,ATOYAC DE ÁLVAREZ,0,0,0,0,0,6,17.33293183,-100.3420618
"(12, 12)",0,6,1,0,0,0,GUERRERO,AYUTLA DE LOS LIBRES,12,12,V,V,12,GUERRERO,12,AYUTLA DE LOS LIBRES,0,0,0,0,1,6,16.95735059,-99.06755767
"(12, 13)",0,1,0,0,0,0,GUERRERO,AZOYÚ,12,13,V,V,12,GUERRERO,13,AZOYÚ,0,0,0,0,0,1,16.6836397,-98.5724069
"(12, 14)",0,1,0,0,0,0,GUERRERO,BENITO JUÁREZ,12,14,V,V,12,GUERRERO,14,BENITO JUÁREZ,0,0,0,0,0,1,17.09655549,-100.4271314
"(12, 15)",0,1,1,0,0,0,GUERRERO,BUENAVISTA DE CUÉLLAR,12,15,V,V,12,GUERRERO,15,BUENAVISTA DE CUÉLLAR,0,0,0,0,1,1,18.46158906,-99.42073471
"(12, 17)",1,0,0,1,0,0,GUERRERO,COCULA,12,17,V,V,12,GUERRERO,17,COCULA,1,1,0,0,0,0,18.13238873,-99.71364992
"(12, 18)",1,1,0,0,0,1,GUERRERO,COPALA,12,18,V,V,12,GUERRERO,18,COPALA,1,0,0,1,0,1,16.60804507,-98.93060612
"(12, 20)",0,0,1,0,0,0,GUERRERO,COPANATOYAC,12,20,V,V,12,GUERRERO,20,COPANATOYAC,0,0,0,0,1,0,17.43264847,-98.70190904
"(12, 21)",3,0,3,0,0,3,GUERRERO,COYUCA DE BENÍTEZ,12,21,V,V,12,GUERRERO,21,COYUCA DE BENÍTEZ,3,0,0,3,3,0,17.14266536,-100.0589732
"(12, 22)",0,1,1,0,0,0,GUERRERO,COYUCA DE CATALÁN,12,22,V,V,12,GUERRERO,22,COYUCA DE CATALÁN,0,0,0,0,1,1,18.08207266,-100.9298457
"(12, 23)",0,1,0,0,0,0,GUERRERO,CUAJINICUILAPA,12,23,V,V,12,GUERRERO,23,CUAJINICUILAPA,0,0,0,0,0,1,16.46199122,-98.51766862
"(12, 27)",1,2,0,0,0,1,GUERRERO,CUTZAMALA DE PINZÓN,12,27,V,V,12,GUERRERO,27,CUTZAMALA DE PINZÓN,1,0,0,1,0,2,18.65993315,-100.6179229
"(12, 28)",2,4,0,1,0,1,GUERRERO,CHILAPA DE ÁLVAREZ,12,28,V,V,12,GUERRERO,28,CHILAPA DE ÁLVAREZ,2,1,0,1,0,4,17.52374782,-99.11238096
"(12, 29)",31,46,22,3,0,28,GUERRERO,CHILPANCINGO DE LOS BRAVO,12,29,V,V,12,GUERRERO,29,CHILPANCINGO DE LOS BRAVO,31,3,0,28,22,46,17.39091925,-99.69743475
"(12, 30)",0,1,0,0,0,0,GUERRERO,FLORENCIO VILLARREAL,12,30,V,V,12,GUERRERO,30,FLORENCIO VILLARREAL,0,0,0,0,0,1,16.69295269,-99.13422125
"(12, 33)",4,2,0,1,0,3,GUERRERO,HUAMUXTITLÁN,12,33,V,V,12,GUERRERO,33,HUAMUXTITLÁN,4,1,0,3,0,2,17.81220797,-98.54709087
"(12, 35)",4,13,5,1,0,3,GUERRERO,IGUALA DE LA INDEPENDENCIA,12,35,V,V,12,GUERRERO,35,IGUALA DE LA INDEPENDENCIA,4,1,0,3,5,13,18.22692208,-99.58208985
