,confirmado,negativo,sospechoso,muerto,recuperado,activo,estado,municipio,id_estado,id_municipio,entidad_qa,municipio_qa,id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
"(26, 12)",0,3,1,0,0,0,SONORA,BÁCUM,26,12,V,V,26,SONORA,12,BÁCUM,0,0,0,0,1,3,27.74501495,-110.1592071
"(26, 13)",0,1,0,0,0,0,SONORA,BANÁMICHI,26,13,V,V,26,SONORA,13,BANÁMICHI,0,0,0,0,0,1,30.06105556,-110.2732787
"(26, 14)",0,1,0,0,0,0,SONORA,BAVIÁCORA,26,14,V,V,26,SONORA,14,BAVIÁCORA,0,0,0,0,0,1,29.62472942,-110.1198171
"(26, 17)",7,44,2,2,0,5,SONORA,CABORCA,26,17,V,V,26,SONORA,17,CABORCA,7,2,0,5,2,44,30.82711773,-112.5392852
"(26, 18)",12,95,9,1,0,11,SONORA,CAJEME,26,18,V,V,26,SONORA,18,CAJEME,12,1,0,11,9,95,27.79444018,-109.8866383
"(26, 19)",0,3,0,0,0,0,SONORA,CANANEA,26,19,V,V,26,SONORA,19,CANANEA,0,0,0,0,0,3,30.98868732,-110.2352801
"(26, 25)",0,8,0,0,0,0,SONORA,EMPALME,26,25,V,V,26,SONORA,25,EMPALME,0,0,0,0,0,8,28.0085517,-110.6687231
"(26, 26)",1,3,0,0,0,1,SONORA,ETCHOJOA,26,26,V,V,26,SONORA,26,ETCHOJOA,1,0,0,1,0,3,27.01524678,-109.6885377
"(26, 27)",0,1,0,0,0,0,SONORA,FRONTERAS,26,27,V,V,26,SONORA,27,FRONTERAS,0,0,0,0,0,1,30.84883132,-109.6479108
"(26, 29)",2,19,3,0,0,2,SONORA,GUAYMAS,26,29,V,V,26,SONORA,29,GUAYMAS,2,0,0,2,3,19,28.1436234,-110.6260898
"(26, 30)",27,350,16,2,0,25,SONORA,HERMOSILLO,26,30,V,V,26,SONORA,30,HERMOSILLO,27,2,0,25,16,350,29.02512821,-111.473637
"(26, 33)",13,16,9,2,0,11,SONORA,HUATABAMPO,26,33,V,V,26,SONORA,33,HUATABAMPO,13,2,0,11,9,16,26.65100437,-109.4066672
"(26, 34)",0,1,0,0,0,0,SONORA,HUÉPAC,26,34,V,V,26,SONORA,34,HUÉPAC,0,0,0,0,0,1,29.93033547,-110.2452134
"(26, 36)",2,8,0,2,0,0,SONORA,MAGDALENA,26,36,V,V,26,SONORA,36,MAGDALENA,2,2,0,0,0,8,30.73173152,-111.0215881
"(26, 41)",0,2,0,0,0,0,SONORA,NACOZARI DE GARCÍA,26,41,V,V,26,SONORA,41,NACOZARI DE GARCÍA,0,0,0,0,0,2,30.48693152,-109.4798126
"(26, 42)",4,37,7,0,0,4,SONORA,NAVOJOA,26,42,V,V,26,SONORA,42,NAVOJOA,4,0,0,4,7,37,27.07865041,-109.4029099
"(26, 43)",6,48,4,3,0,3,SONORA,NOGALES,26,43,V,V,26,SONORA,43,NOGALES,6,3,0,3,4,48,31.19894896,-111.0024498
"(26, 45)",1,1,0,0,0,1,SONORA,OPODEPE,26,45,V,V,26,SONORA,45,OPODEPE,1,0,0,1,0,1,30.02937035,-110.8204226
"(26, 47)",0,2,0,0,0,0,SONORA,PITIQUITO,26,47,V,V,26,SONORA,47,PITIQUITO,0,0,0,0,0,2,29.95340287,-112.0939661
"(26, 48)",1,10,1,0,0,1,SONORA,PUERTO PEÑASCO,26,48,V,V,26,SONORA,48,PUERTO PEÑASCO,1,0,0,1,1,10,31.5302453,-113.2936281
"(26, 52)",0,1,0,0,0,0,SONORA,SAHUARIPA,26,52,V,V,26,SONORA,52,SAHUARIPA,0,0,0,0,0,1,29.01109412,-108.9943799
"(26, 55)",51,70,27,1,0,50,SONORA,SAN LUIS RÍO COLORADO,26,55,V,V,26,SONORA,55,SAN LUIS RÍO COLORADO,51,1,0,50,27,70,32.01782638,-114.3515678
"(26, 58)",0,1,0,0,0,0,SONORA,SANTA ANA,26,58,V,V,26,SONORA,58,SANTA ANA,0,0,0,0,0,1,30.45186517,-111.0590975
"(26, 60)",3,1,0,1,0,2,SONORA,SÁRIC,26,60,V,V,26,SONORA,60,SÁRIC,3,1,0,2,0,1,31.28201201,-111.4541197
"(26, 66)",0,1,0,0,0,0,SONORA,URES,26,66,V,V,26,SONORA,66,URES,0,0,0,0,0,1,29.34255572,-110.32925
"(26, 67)",0,1,0,0,0,0,SONORA,VILLA HIDALGO,26,67,V,V,26,SONORA,67,VILLA HIDALGO,0,0,0,0,0,1,30.23435404,-109.3338452
"(26, 70)",1,0,0,0,0,1,SONORA,GENERAL PLUTARCO ELÍAS CALLES,26,70,V,V,26,SONORA,70,GENERAL PLUTARCO ELÍAS CALLES,1,0,0,1,0,0,31.72042126,-112.9085461
"(26, 999)",0,1,0,0,0,0,SONORA,NO ESPECIFICADO,26,999,FALSE,FALSE,,,,,,,,,,,,
"(27, 1)",3,8,5,0,0,3,TABASCO,BALANCÁN,27,1,V,V,27,TABASCO,1,BALANCÁN,3,0,0,3,5,8,17.80504291,-91.31180438
"(27, 2)",31,27,8,6,0,25,TABASCO,CÁRDENAS,27,2,V,V,27,TABASCO,2,CÁRDENAS,31,6,0,25,8,27,18.17025869,-93.64679671
"(27, 3)",8,8,2,2,0,6,TABASCO,CENTLA,27,3,V,V,27,TABASCO,3,CENTLA,8,2,0,6,2,8,18.36156649,-92.58626369
"(27, 4)",312,492,126,36,0,276,TABASCO,CENTRO,27,4,V,V,27,TABASCO,4,CENTRO,312,36,0,276,126,492,18.00924701,-92.86015852
"(27, 5)",24,25,4,3,0,21,TABASCO,COMALCALCO,27,5,V,V,27,TABASCO,5,COMALCALCO,24,3,0,21,4,25,18.28696416,-93.33671052
"(27, 6)",11,12,7,0,0,11,TABASCO,CUNDUACÁN,27,6,V,V,27,TABASCO,6,CUNDUACÁN,11,0,0,11,7,12,18.07660724,-93.2206841
"(27, 7)",3,8,1,0,0,3,TABASCO,EMILIANO ZAPATA,27,7,V,V,27,TABASCO,7,EMILIANO ZAPATA,3,0,0,3,1,8,17.70527855,-91.67582054
"(27, 8)",11,8,4,3,0,8,TABASCO,HUIMANGUILLO,27,8,V,V,27,TABASCO,8,HUIMANGUILLO,11,3,0,8,4,8,17.82667409,-93.69992824
"(27, 9)",15,9,4,3,0,12,TABASCO,JALAPA,27,9,V,V,27,TABASCO,9,JALAPA,15,3,0,12,4,9,17.76363499,-92.78702999
"(27, 10)",15,11,3,1,0,14,TABASCO,JALPA DE MÉNDEZ,27,10,V,V,27,TABASCO,10,JALPA DE MÉNDEZ,15,1,0,14,3,11,18.21337011,-93.08386965
"(27, 11)",0,1,0,0,0,0,TABASCO,JONUTA,27,11,V,V,27,TABASCO,11,JONUTA,0,0,0,0,0,1,18.07930885,-92.14348921
"(27, 12)",13,9,1,0,0,13,TABASCO,MACUSPANA,27,12,V,V,27,TABASCO,12,MACUSPANA,13,0,0,13,1,9,17.84521039,-92.4585926
"(27, 13)",32,50,20,1,0,31,TABASCO,NACAJUCA,27,13,V,V,27,TABASCO,13,NACAJUCA,32,1,0,31,20,50,18.18792171,-92.94861981
"(27, 14)",24,18,8,5,0,19,TABASCO,PARAÍSO,27,14,V,V,27,TABASCO,14,PARAÍSO,24,5,0,19,8,18,18.38119558,-93.20058981
"(27, 15)",5,5,1,1,0,4,TABASCO,TACOTALPA,27,15,V,V,27,TABASCO,15,TACOTALPA,5,1,0,4,1,5,17.52828027,-92.73260637
"(27, 16)",1,9,2,0,0,1,TABASCO,TEAPA,27,16,V,V,27,TABASCO,16,TEAPA,1,0,0,1,2,9,17.62335303,-92.95238607
"(27, 17)",2,4,2,0,0,2,TABASCO,TENOSIQUE,27,17,V,V,27,TABASCO,17,TENOSIQUE,2,0,0,2,2,4,17.42645815,-91.29360296
"(28, 1)",0,1,0,0,0,0,TAMAULIPAS,ABASOLO,28,1,V,V,28,TAMAULIPAS,1,ABASOLO,0,0,0,0,0,1,24.13427743,-98.26817537
"(28, 2)",0,2,0,0,0,0,TAMAULIPAS,ALDAMA,28,2,V,V,28,TAMAULIPAS,2,ALDAMA,0,0,0,0,0,2,23.00266575,-98.03577389
"(28, 3)",6,23,7,0,0,6,TAMAULIPAS,ALTAMIRA,28,3,V,V,28,TAMAULIPAS,3,ALTAMIRA,6,0,0,6,7,23,22.54212309,-98.08249855
"(28, 7)",1,0,0,0,0,1,TAMAULIPAS,CAMARGO,28,7,V,V,28,TAMAULIPAS,7,CAMARGO,1,0,0,1,0,0,26.18376752,-98.85906301
"(28, 9)",4,60,25,0,0,4,TAMAULIPAS,CIUDAD MADERO,28,9,V,V,28,TAMAULIPAS,9,CIUDAD MADERO,4,0,0,4,25,60,22.27951953,-97.82839315
"(28, 11)",0,1,0,0,0,0,TAMAULIPAS,GÓMEZ FARÍAS,28,11,V,V,28,TAMAULIPAS,11,GÓMEZ FARÍAS,0,0,0,0,0,1,23.00676248,-99.17855089
"(28, 12)",0,4,1,0,0,0,TAMAULIPAS,GONZÁLEZ,28,12,V,V,28,TAMAULIPAS,12,GONZÁLEZ,0,0,0,0,1,4,22.78675728,-98.55450877
"(28, 13)",0,2,0,0,0,0,TAMAULIPAS,GÜÉMEZ,28,13,V,V,28,TAMAULIPAS,13,GÜÉMEZ,0,0,0,0,0,2,23.88557945,-99.08678027
"(28, 16)",0,4,0,0,0,0,TAMAULIPAS,HIDALGO,28,16,V,V,28,TAMAULIPAS,16,HIDALGO,0,0,0,0,0,4,24.1956835,-99.38050732
"(28, 17)",0,3,0,0,0,0,TAMAULIPAS,JAUMAVE,28,17,V,V,28,TAMAULIPAS,17,JAUMAVE,0,0,0,0,0,3,23.47889385,-99.41272703
"(28, 20)",0,1,0,0,0,0,TAMAULIPAS,MAINERO,28,20,V,V,28,TAMAULIPAS,20,MAINERO,0,0,0,0,0,1,24.58796985,-99.56439769
"(28, 21)",2,30,3,0,0,2,TAMAULIPAS,EL MANTE,28,21,V,V,28,TAMAULIPAS,21,EL MANTE,2,0,0,2,3,30,22.57201989,-98.83327988
"(28, 22)",45,225,24,2,0,43,TAMAULIPAS,MATAMOROS,28,22,V,V,28,TAMAULIPAS,22,MATAMOROS,45,2,0,43,24,225,25.61304818,-97.5328929
"(28, 25)",0,1,0,0,0,0,TAMAULIPAS,MIGUEL ALEMÁN,28,25,V,V,28,TAMAULIPAS,25,MIGUEL ALEMÁN,0,0,0,0,0,1,26.23872791,-99.06734191
"(28, 27)",32,133,27,3,0,29,TAMAULIPAS,NUEVO LAREDO,28,27,V,V,28,TAMAULIPAS,27,NUEVO LAREDO,32,3,0,29,27,133,27.47594297,-99.67383136
"(28, 29)",0,1,0,0,0,0,TAMAULIPAS,OCAMPO,28,29,V,V,28,TAMAULIPAS,29,OCAMPO,0,0,0,0,0,1,22.8299341,-99.33587672
"(28, 30)",0,1,0,0,0,0,TAMAULIPAS,PADILLA,28,30,V,V,28,TAMAULIPAS,30,PADILLA,0,0,0,0,0,1,24.02271865,-98.84615162
"(28, 32)",25,138,9,1,0,24,TAMAULIPAS,REYNOSA,28,32,V,V,28,TAMAULIPAS,32,REYNOSA,25,1,0,24,9,138,25.81072752,-98.37338987
"(28, 33)",13,28,2,1,0,12,TAMAULIPAS,RÍO BRAVO,28,33,V,V,28,TAMAULIPAS,33,RÍO BRAVO,13,1,0,12,2,28,25.74485171,-98.03785692
"(28, 34)",0,2,0,0,0,0,TAMAULIPAS,SAN CARLOS,28,34,V,V,28,TAMAULIPAS,34,SAN CARLOS,0,0,0,0,0,2,24.47626054,-98.97589269
"(28, 35)",0,9,0,0,0,0,TAMAULIPAS,SAN FERNANDO,28,35,V,V,28,TAMAULIPAS,35,SAN FERNANDO,0,0,0,0,0,9,24.89195586,-97.95826903
"(28, 37)",0,6,0,0,0,0,TAMAULIPAS,SOTO LA MARINA,28,37,V,V,28,TAMAULIPAS,37,SOTO LA MARINA,0,0,0,0,0,6,23.78439534,-98.03716677
"(28, 38)",11,87,25,1,0,10,TAMAULIPAS,TAMPICO,28,38,V,V,28,TAMAULIPAS,38,TAMPICO,11,1,0,10,25,87,22.2786229,-97.90126949
"(28, 39)",0,1,0,0,0,0,TAMAULIPAS,TULA,28,39,V,V,28,TAMAULIPAS,39,TULA,0,0,0,0,0,1,22.9401393,-99.77627851
"(28, 40)",0,10,0,0,0,0,TAMAULIPAS,VALLE HERMOSO,28,40,V,V,28,TAMAULIPAS,40,VALLE HERMOSO,0,0,0,0,0,10,25.70085216,-97.84480281
"(28, 41)",26,249,28,0,0,26,TAMAULIPAS,VICTORIA,28,41,V,V,28,TAMAULIPAS,41,VICTORIA,26,0,0,26,28,249,23.69722652,-99.16667276
"(28, 43)",0,4,0,0,0,0,TAMAULIPAS,XICOTÉNCATL,28,43,V,V,28,TAMAULIPAS,43,XICOTÉNCATL,0,0,0,0,0,4,23.00579477,-98.93152511
"(29, 1)",1,4,0,0,0,1,TLAXCALA,AMAXAC DE GUERRERO,29,1,V,V,29,TLAXCALA,1,AMAXAC DE GUERRERO,1,0,0,1,0,4,19.36207202,-98.18152485
"(29, 2)",1,10,2,0,0,1,TLAXCALA,APETATITLÁN DE ANTONIO CARVAJAL,29,2,V,V,29,TLAXCALA,2,APETATITLÁN DE ANTONIO CARVAJAL,1,0,0,1,2,10,19.35150553,-98.19468097
"(29, 3)",2,1,0,0,0,2,TLAXCALA,ATLANGATEPEC,29,3,V,V,29,TLAXCALA,3,ATLANGATEPEC,2,0,0,2,0,1,19.54506459,-98.18293529
"(29, 4)",1,2,0,0,0,1,TLAXCALA,ATLTZAYANCA,29,4,V,V,29,TLAXCALA,4,ATLTZAYANCA,1,0,0,1,0,2,19.41204036,-97.79266178
"(29, 5)",8,52,7,1,0,7,TLAXCALA,APIZACO,29,5,V,V,29,TLAXCALA,5,APIZACO,8,1,0,7,7,52,19.42326657,-98.1272536
"(29, 6)",0,9,2,0,0,0,TLAXCALA,CALPULALPAN,29,6,V,V,29,TLAXCALA,6,CALPULALPAN,0,0,0,0,2,9,19.56097292,-98.58936059
"(29, 7)",1,8,0,0,0,1,TLAXCALA,EL CARMEN TEQUEXQUITLA,29,7,V,V,29,TLAXCALA,7,EL CARMEN TEQUEXQUITLA,1,0,0,1,0,8,19.33571241,-97.67432491
"(29, 8)",1,1,1,0,0,1,TLAXCALA,CUAPIAXTLA,29,8,V,V,29,TLAXCALA,8,CUAPIAXTLA,1,0,0,1,1,1,19.33219993,-97.76592618
"(29, 9)",0,4,0,0,0,0,TLAXCALA,CUAXOMULCO,29,9,V,V,29,TLAXCALA,9,CUAXOMULCO,0,0,0,0,0,4,19.34998965,-98.09162806
"(29, 10)",4,38,2,1,0,3,TLAXCALA,CHIAUTEMPAN,29,10,V,V,29,TLAXCALA,10,CHIAUTEMPAN,4,1,0,3,2,38,19.28976223,-98.13110757
"(29, 12)",0,2,0,0,0,0,TLAXCALA,ESPAÑITA,29,12,V,V,29,TLAXCALA,12,ESPAÑITA,0,0,0,0,0,2,19.44446524,-98.43685038
"(29, 13)",10,25,6,1,0,9,TLAXCALA,HUAMANTLA,29,13,V,V,29,TLAXCALA,13,HUAMANTLA,10,1,0,9,6,25,19.3324685,-97.93642801
"(29, 14)",6,6,0,0,0,6,TLAXCALA,HUEYOTLIPAN,29,14,V,V,29,TLAXCALA,14,HUEYOTLIPAN,6,0,0,6,0,6,19.48822778,-98.3422697
"(29, 15)",0,10,0,0,0,0,TLAXCALA,IXTACUIXTLA DE MARIANO MATAMOROS,29,15,V,V,29,TLAXCALA,15,IXTACUIXTLA DE MARIANO MATAMOROS,0,0,0,0,0,10,19.35612098,-98.38330429
"(29, 16)",1,2,0,0,0,1,TLAXCALA,IXTENCO,29,16,V,V,29,TLAXCALA,16,IXTENCO,1,0,0,1,0,2,19.25758628,-97.91135387
"(29, 18)",2,13,0,0,0,2,TLAXCALA,CONTLA DE JUAN CUAMATZI,29,18,V,V,29,TLAXCALA,18,CONTLA DE JUAN CUAMATZI,2,0,0,2,0,13,19.31996168,-98.13339632
"(29, 19)",0,6,0,0,0,0,TLAXCALA,TEPETITLA DE LARDIZÁBAL,29,19,V,V,29,TLAXCALA,19,TEPETITLA DE LARDIZÁBAL,0,0,0,0,0,6,19.28196029,-98.37922243
"(29, 21)",0,3,0,0,0,0,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,29,21,V,V,29,TLAXCALA,21,NANACAMILPA DE MARIANO ARISTA,0,0,0,0,0,3,19.49983153,-98.55402354
"(29, 23)",1,7,0,0,0,1,TLAXCALA,NATÍVITAS,29,23,V,V,29,TLAXCALA,23,NATÍVITAS,1,0,0,1,0,7,19.23332243,-98.33196236
"(29, 24)",3,13,0,0,0,3,TLAXCALA,PANOTLA,29,24,V,V,29,TLAXCALA,24,PANOTLA,3,0,0,3,0,13,19.35212651,-98.28415253
"(29, 25)",5,10,4,1,0,4,TLAXCALA,SAN PABLO DEL MONTE,29,25,V,V,29,TLAXCALA,25,SAN PABLO DEL MONTE,5,1,0,4,4,10,19.15612378,-98.14036155
"(29, 26)",3,6,0,0,0,3,TLAXCALA,SANTA CRUZ TLAXCALA,29,26,V,V,29,TLAXCALA,26,SANTA CRUZ TLAXCALA,3,0,0,3,0,6,19.35294587,-98.13056814
"(29, 27)",1,8,0,0,0,1,TLAXCALA,TENANCINGO,29,27,V,V,29,TLAXCALA,27,TENANCINGO,1,0,0,1,0,8,19.15074889,-98.19028451
"(29, 28)",5,9,1,0,0,5,TLAXCALA,TEOLOCHOLCO,29,28,V,V,29,TLAXCALA,28,TEOLOCHOLCO,5,0,0,5,1,9,19.22285326,-98.11629877
"(29, 29)",1,1,0,0,0,1,TLAXCALA,TEPEYANCO,29,29,V,V,29,TLAXCALA,29,TEPEYANCO,1,0,0,1,0,1,19.24707341,-98.22844781
"(29, 30)",0,1,0,0,0,0,TLAXCALA,TERRENATE,29,30,V,V,29,TLAXCALA,30,TERRENATE,0,0,0,0,0,1,19.48400289,-97.93446764
"(29, 31)",4,18,1,0,0,4,TLAXCALA,TETLA DE LA SOLIDARIDAD,29,31,V,V,29,TLAXCALA,31,TETLA DE LA SOLIDARIDAD,4,0,0,4,1,18,19.48225298,-98.07635134
"(29, 32)",0,4,0,0,0,0,TLAXCALA,TETLATLAHUCA,29,32,V,V,29,TLAXCALA,32,TETLATLAHUCA,0,0,0,0,0,4,19.23389781,-98.28744288
"(29, 33)",8,105,5,0,0,8,TLAXCALA,TLAXCALA,29,33,V,V,29,TLAXCALA,33,TLAXCALA,8,0,0,8,5,105,19.30953747,-98.23666066
"(29, 34)",3,10,1,2,0,1,TLAXCALA,TLAXCO,29,34,V,V,29,TLAXCALA,34,TLAXCO,3,2,0,1,1,10,19.62014839,-98.17702166
"(29, 35)",0,3,1,0,0,0,TLAXCALA,TOCATLÁN,29,35,V,V,29,TLAXCALA,35,TOCATLÁN,0,0,0,0,1,3,19.38884312,-98.01614617
"(29, 36)",1,10,0,0,0,1,TLAXCALA,TOTOLAC,29,36,V,V,29,TLAXCALA,36,TOTOLAC,1,0,0,1,0,10,19.33613675,-98.24855934
"(29, 37)",0,1,0,0,0,0,TLAXCALA,ZILTLALTÉPEC DE TRINIDAD SÁNCHEZ SANTOS,29,37,V,V,29,TLAXCALA,37,ZILTLALTÉPEC DE TRINIDAD SÁNCHEZ SANTOS,0,0,0,0,0,1,19.21168518,-97.9267386
"(29, 38)",0,2,0,0,0,0,TLAXCALA,TZOMPANTEPEC,29,38,V,V,29,TLAXCALA,38,TZOMPANTEPEC,0,0,0,0,0,2,19.38072279,-98.08523131
"(29, 39)",1,6,2,0,0,1,TLAXCALA,XALOZTOC,29,39,V,V,29,TLAXCALA,39,XALOZTOC,1,0,0,1,2,6,19.41617316,-98.02915298
"(29, 40)",0,3,2,0,0,0,TLAXCALA,XALTOCAN,29,40,V,V,29,TLAXCALA,40,XALTOCAN,0,0,0,0,2,3,19.43021009,-98.23956464
"(29, 41)",2,5,1,0,0,2,TLAXCALA,PAPALOTLA DE XICOHTÉNCATL,29,41,V,V,29,TLAXCALA,41,PAPALOTLA DE XICOHTÉNCATL,2,0,0,2,1,5,19.17226016,-98.19723015
"(29, 42)",2,3,0,0,0,2,TLAXCALA,XICOHTZINCO,29,42,V,V,29,TLAXCALA,42,XICOHTZINCO,2,0,0,2,0,3,19.17118712,-98.24133782
"(29, 43)",3,19,3,1,0,2,TLAXCALA,YAUHQUEMEHCAN,29,43,V,V,29,TLAXCALA,43,YAUHQUEMEHCAN,3,1,0,2,3,19,19.4022469,-98.17791138
"(29, 44)",7,20,2,0,0,7,TLAXCALA,ZACATELCO,29,44,V,V,29,TLAXCALA,44,ZACATELCO,7,0,0,7,2,20,19.19385013,-98.26038383
"(29, 45)",0,3,0,0,0,0,TLAXCALA,BENITO JUÁREZ,29,45,V,V,29,TLAXCALA,45,BENITO JUÁREZ,0,0,0,0,0,3,19.5951316,-98.40913675
"(29, 48)",0,4,1,0,0,0,TLAXCALA,LA MAGDALENA TLALTELULCO,29,48,V,V,29,TLAXCALA,48,LA MAGDALENA TLALTELULCO,0,0,0,0,1,4,19.27805744,-98.19140763
"(29, 49)",0,2,0,0,0,0,TLAXCALA,SAN DAMIÁN TEXÓLOC,29,49,V,V,29,TLAXCALA,49,SAN DAMIÁN TEXÓLOC,0,0,0,0,0,2,19.2861829,-98.2985031
"(29, 50)",1,2,0,1,0,0,TLAXCALA,SAN FRANCISCO TETLANOHCAN,29,50,V,V,29,TLAXCALA,50,SAN FRANCISCO TETLANOHCAN,1,1,0,0,0,2,19.25711265,-98.08404398
"(29, 51)",0,1,0,0,0,0,TLAXCALA,SAN JERÓNIMO ZACUALPAN,29,51,V,V,29,TLAXCALA,51,SAN JERÓNIMO ZACUALPAN,0,0,0,0,0,1,19.24814871,-98.26414284
"(29, 52)",0,2,0,0,0,0,TLAXCALA,SAN JOSÉ TEACALCO,29,52,V,V,29,TLAXCALA,52,SAN JOSÉ TEACALCO,0,0,0,0,0,2,19.32361644,-98.04931523
"(29, 53)",0,2,0,0,0,0,TLAXCALA,SAN JUAN HUACTZINCO,29,53,V,V,29,TLAXCALA,53,SAN JUAN HUACTZINCO,0,0,0,0,0,2,19.23470731,-98.25405611
"(29, 54)",0,1,0,0,0,0,TLAXCALA,SAN LORENZO AXOCOMANITLA,29,54,V,V,29,TLAXCALA,54,SAN LORENZO AXOCOMANITLA,0,0,0,0,0,1,19.21722101,-98.26104809
"(29, 55)",0,1,0,0,0,0,TLAXCALA,SAN LUCAS TECOPILCO,29,55,V,V,29,TLAXCALA,55,SAN LUCAS TECOPILCO,0,0,0,0,0,1,19.4912536,-98.25556
"(29, 56)",0,1,0,0,0,0,TLAXCALA,SANTA ANA NOPALUCAN,29,56,V,V,29,TLAXCALA,56,SANTA ANA NOPALUCAN,0,0,0,0,0,1,19.29701234,-98.33322238
"(29, 57)",0,1,0,0,0,0,TLAXCALA,SANTA APOLONIA TEACALCO,29,57,V,V,29,TLAXCALA,57,SANTA APOLONIA TEACALCO,0,0,0,0,0,1,19.24592658,-98.31344789
"(29, 58)",1,3,0,0,0,1,TLAXCALA,SANTA CATARINA AYOMETLA,29,58,V,V,29,TLAXCALA,58,SANTA CATARINA AYOMETLA,1,0,0,1,0,3,19.19342007,-98.2164144
"(29, 59)",1,2,0,1,0,0,TLAXCALA,SANTA CRUZ QUILEHTLA,29,59,V,V,29,TLAXCALA,59,SANTA CRUZ QUILEHTLA,1,1,0,0,0,2,19.2112354,-98.20459208
"(29, 60)",1,1,0,0,0,1,TLAXCALA,SANTA ISABEL XILOXOXTLA,29,60,V,V,29,TLAXCALA,60,SANTA ISABEL XILOXOXTLA,1,0,0,1,0,1,19.26246439,-98.20657952
"(30, 3)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ACAYUCAN,30,3,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,3,ACAYUCAN,0,0,0,0,0,2,18.03670173,-95.03261431
"(30, 4)",0,7,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ACTOPAN,30,4,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,4,ACTOPAN,0,0,0,0,1,7,19.54628958,-96.52860586
"(30, 6)",0,3,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ACULTZINGO,30,6,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,6,ACULTZINGO,0,0,0,0,0,3,18.71615943,-97.27642244
"(30, 7)",0,1,2,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CAMARÓN DE TEJEDA,30,7,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,7,CAMARÓN DE TEJEDA,0,0,0,0,2,1,19.01088651,-96.56902006
"(30, 9)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ALTO LUCERO DE GUTIÉRREZ BARRIOS,30,9,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,9,ALTO LUCERO DE GUTIÉRREZ BARRIOS,0,0,0,0,0,1,19.71804602,-96.5828627
"(30, 10)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ALTOTONGA,30,10,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,10,ALTOTONGA,0,0,0,0,0,1,19.77630194,-97.12730444
"(30, 11)",3,21,4,1,0,2,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,30,11,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,11,ALVARADO,3,1,0,2,4,21,18.80010272,-95.85042525
"(30, 12)",1,1,0,1,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,AMATITLÁN,30,12,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,12,AMATITLÁN,1,1,0,0,0,1,18.43296882,-95.68972909
"(30, 13)",1,1,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,NARANJOS AMATLÁN,30,13,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,13,NARANJOS AMATLÁN,1,0,0,1,0,1,21.31317648,-97.68538674
"(30, 14)",4,16,0,0,0,4,VERACRUZ DE IGNACIO DE LA LLAVE,AMATLÁN DE LOS REYES,30,14,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,14,AMATLÁN DE LOS REYES,4,0,0,4,0,16,18.85977002,-96.87617084
"(30, 15)",1,0,1,1,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ANGEL R. CABADA,30,15,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,15,ANGEL R. CABADA,1,1,0,0,1,0,18.60205611,-95.39232073
"(30, 16)",1,16,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,LA ANTIGUA,30,16,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,16,LA ANTIGUA,1,0,0,1,0,16,19.31007199,-96.30903115
"(30, 21)",0,5,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ATOYAC,30,21,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,21,ATOYAC,0,0,0,0,0,5,18.92794736,-96.79655073
"(30, 22)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ATZACAN,30,22,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,22,ATZACAN,0,0,0,0,0,2,18.94433282,-97.07789425
"(30, 25)",1,2,2,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,AYAHUALULCO,30,25,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,25,AYAHUALULCO,1,0,0,1,2,2,19.40241423,-97.18310559
